,text_tokenized
406,"['free', 'booze', 'bach', 'party', 'make', 'better', 'ordmsy', 'will', 'enjoy', 'either', 'way', 'thank']"
407,"['good', 'isnt', 'fault', 'plane', 'maintenance', 'issue']"
408,"['puppy', 'cute', 'look', 'forward', 'board', 'thank', 'high', 'five']"
409,"['come', 'back', 'huge', 'east', 'customer', 'base', 'due', 'sfo', 'miss']"
410,"['thank', 'will', 'catch', 'conection']"
411,"['thank', 'help', 'appreciate']"
412,"['thank', 'move', 'dad', 'moms', 'help', 'make', 'birthday', 'start', 'awesomeness', 'paw']"
413,"['dgoodspeed', 'will', 'follow', 'maintenance', 'team', 'thank', 'tweet', 'thank', 'care']"
414,"['thank', 'appreciate', 'response']"
415,"['thank', 'thank', 'thank', 'contact', 'thank', 'offer', 'travel', 'certificate']"
416,"['send', 'now', 'thank', 'incredibly', 'happy', 'fast', 'response', 'via', 'twitter', 'via', 'customer', 'care', 'thank']"
417,"['perfect', 'work', 'thank']"
418,"['mechanical', 'issue', 'look', 'fix', 'thank', 'concern']"
419,"['plane', 'thank', 'maybe', 'dont', 'let', 'many', 'people', 'check', 'teem', 'morons']"
420,"['look', 'come', 'thank', 'help']"
421,"['good', '72h', 'pleasurerelief']"
422,"['thank', 'prompt', 'response', 'another', 'hour', 'enjoy', 'vacation', 'perhaps', 'bug', 'app', 'still', 'show']"
423,"['appreciate', 'sentiment', 'able', 'groundstill', 'miss', 'connection']"
424,"['thank', 'prompt', 'assistance']"
425,"['thank', 'timely', 'update']"
426,"['baggage', 'check', 'crew', 'friendliest', 'flight417', 'ogg', 'lax']"
427,"['thank', 'offer', 'sort']"
428,"['think', 'first', 'class', 'lax', 'wonderful']"
429,"['course', 'inflight', 'crew', 'great']"
430,"['well', 'play']"
431,"['pilot', 'ua475', 'land', 'plane', 'gently', 'place', 'pile', 'whip', 'cream', 'smoothest', 'land']"
432,"['big', 'thank', 'patiently', 'clarify', 'domestic', 'world']"
433,"['thank', 'help', 'ton', 'whoever', 'twitter', 'acct', 'today', 'deserve', 'handshake', 'hot', 'chocolate']"
434,"['cant', 'wait']"
435,"['love', 'tell', 'issue', 'refund', 'couldnt', 'way', 'hurricane', 'deny']"
436,['thnx']
437,"['thank', 'kind', 'word', 'totally', 'make', 'extra', 'hours', 'sit', 'airport', 'soooo', 'better']"
438,"['might', 'imagine', 'former', 'pilot', 'particularly', 'touch', 'gesture', 'please', 'let', 'know']"
439,"['send', 'thank']"
440,"['good', 'fly']"
441,"['thank', 'make']"
442,"['thank', 'dmed']"
443,"['enjoy', 'lounge', 'almost', 'miss']"
444,"['try', 'book', 'new', 'one', 'way', 'departure', 'show', '355pm', 'seem', 'accurate']"
445,"['please', 'send', 'linkemail', 'formally', 'compliment', 'irene', 'slc', 'customer', 'service']"
446,['thnx']
447,"['spite', 'delay', 'great', 'customer', 'service', 'provide', 'janet', 'baggage', 'employee', 'karen', 'wonderful', 'employees']"
448,"['always', 'make', 'cross', 'country', 'rad', 'heres', 'baby', 'flier']"
449,['way']
450,"['huge', 'kudos', 'sundays', 'sjoiad', 'hand', 'daughter', 'first', 'pair', 'wing', 'keep', 'traditions', 'alive']"
451,"['awesome', 'new', 'plane']"
452,"['capt', 'herman', 'amaze', 'come', 'play', 'ask', 'captain', 'anything', 'wonderful', 'ambassador']"
453,"['thank', 'wonderful', 'global', 'first', 'class', 'fra', 'great', 'service', 'cont']"
454,"['thank', 'danroam', 'thats', 'beautiful', 'place', 'stay', 'day', 'longer', 'rebooked', 'let', 'know']"
455,"['alright', 'thank', 'appreciate']"
456,"['thank', 'yup', 'set', 'happen', 'slc', 'grind', 'staff', 'prompt', 'helpful', 'courteous']"
457,"['thank', 'will', 'able', 'contact']"
458,"['maybe', 'return', 'trip']"
459,"['gate', 'thank', 'check']"
460,"['especially', 'upgrade', 'three', 'crew', 'members', 'first', 'class', 'instead', 'passengers']"
461,"['please', 'go', 'beyond', 'make', 'number', 'one', 'priority']"
462,"['guy', 'awesome', 'thank']"
463,['thnx']
464,"['palm', 'spring', 'gate', 'deserve', 'medal', 'handle', 'ppl', 'miss', 'pro']"
465,"['great', 'customer', 'service', 'thank']"
466,"['thank', 'awesome']"
467,"['nawww', 'fave']"
468,"['hope', 'see', 'board', 'soon', 'thank', 'tweet']"
469,"['thank', 'keep', 'good', 'work']"
470,"['reflight', 'book', 'problemss', 'last', 'days', 'time', 'wait', 'time', 'second', 'kudos', 'excellent', 'customer', 'service']"
471,"['send', 'confirmation', 'via', 'thank']"
472,"['great', 'us651621']"
473,"['lose', 'kindle', 'mail', 'thank']"
474,"['leave', 'soon', 'thank']"
475,"['wonderful', 'time', 'ogg', 'msn', 'lose', 'eyeglasses', 'thick', 'admiral', 'club', 'morning', 'find']"
476,"['right', 'safety', 'demonstration', 'corporate', 'funny', 'reserve', 'corny']"
477,"['thank', 'reply', 'contact', 'customer', 'care', 'clarification', 'issue']"
478,"['thank', 'help', 'wish', 'phone', 'reps', 'accomidating']"
479,"['ill', 'stick', 'thank', 'though', 'effort', 'appreciate']"
480,"['fair', 'enough', 'dont', 'usually', 'rant', 'good', 'know', 'someones', 'listen']"
481,"['thank', 'transfer', 'will', 'bag']"
482,"['happy', 'board', 'please', 'share', 'detail']"
483,"['able', 'moon', 'hotel', 'puerto', 'rico', 'thank']"
484,"['great', 'appreciate']"
485,"['well', 'take', 'care', 'thank', 'ive', 'already', 'send', 'survey', 'request', 'ill', 'share', 'positive', 'experience', 'despite', 'delay']"
486,"['thank', 'everything', 'aok', 'now']"
487,"['send', 'thank', 'strong', 'customer', 'service']"
488,"['thank', 'send', 'disregard']"
489,"['excite', 'put', 'earlier', 'home', 'woo', 'hoo']"
490,"['perfect', 'thank']"
491,"['pilot', 'thank', 'guy', 'great', 'trip']"
492,"['will', 'thank']"
493,"['thank', 'make', 'sure', 'hear', 'message']"
494,"['home', 'next', 'hrs', 'gfc']"
495,"['admit', 'app', 'good', 'lot', 'useful', 'func', 'live', 'seat', 'map', 'congrats']"
496,"['kind', 'cool', 'run', 'boss', 'sfo']"
497,"['call', 'bag', 'deliver', 'tonight', 'thank', 'reply']"
498,"['global', 'first', 'class', 'lounge', 'ord', 'menu', 'yummy']"
499,"['pleasantly', 'quality', 'service', 'flightflew', 'lgacleden', 'friendly', 'crew', 'love', 'concept']"
500,"['thank', 'will', 'address']"
501,"['sorry', 'end', 'thank', 'though', 'back']"
502,"['great', 'way', 'start', 'vacation', 'time', 'departure', 'look', 'forward', 'global', 'first', 'class', 'suite']"
503,"['thank', 'respond', 'promptly', 'look', 'forward', 'kms', 'drive', 'office', 'file', 'claim']"
504,['great']
505,"['youre', 'welcome']"
506,"['ewr', 'sfo', 'excellent', 'service', 'friendly', 'attendants', 'make', '6am', 'good', 'start', 'day']"
507,"['yes', 'instagram']"
508,"['joni', 'great', 'job', 'lax', 'thank', 'great']"
509,"['far', 'good', 'step', 'next', 'stop']"
510,"['oncall', 'inflight', 'glad', 'service']"
511,"['attendant', 'regain', 'karma', 'give', 'big', 'sweaty', 'dad', 'cold', 'water', 'guy', 'run', 'carry', 'daughter', 'last', 'one', 'onboard']"
512,"['want', 'shout', 'thank', 'pilot', 'staff', 'feb', '440pm', 'super', 'helpful']"
513,"['keep', 'cheap', 'earlyon', 'time', 'good', 'fly', 'cancel', 'flightled', 'time', 'last', 'month']"
514,"['message', 'send', 'thank']"
515,"['follow', 'message', 'thank', 'help']"
516,['thank']
517,"['thank', 'something', 'special']"
518,['thank']
519,"['thank', 'quick', 'reply', 'fill', 'form']"
520,"['thats', 'fine', 'ill', 'take']"
521,"['thank', 'second', 'already', 'bump', '1st', 'love']"
522,"['goods', 'ill', 'call', 'tomorrow', 'thank']"
523,"['omg', 'thank']"
524,"['please', 'give', 'special', 'thank', 'aaron', 'office', 'help', 'literally', 'two', 'hours', 'hes', 'amaze', 'mission', 'accomplish']"
525,['win']
526,"['rsw', 'tonight', 'twin', 'year', 'olds', 'pilot', 'row', 'stay', 'help', 'boys', 'bag', 'lifesaver']"
527,"['yes', 'thx', 'land']"
528,"['forget', 'intl', 'lax', 'dont', 'intl', 'terminal', 'easiest', 'recheck', 'woo']"
529,"['okay', 'thank', 'help']"
530,"['way', 'reunite', 'one', 'true', 'love', 'shop', 'usas', 'fashion', 'capital']"
531,"['okay', 'thank', 'help', 'appreciate', 'time']"
532,"['weeks', 'ago', 'awesomebright', 'vibrant', 'habitrails']"
533,"['worry', 'everyone', 'board', 'cushion', 'bring', 'take', 'make']"
534,"['good', 'thank']"
535,"['yes', 'lounge', 'fantastic', 'ones', 'remotely', 'similar']"
536,"['thank', 'will']"
537,"['officially', 'favorite', 'create', 'magic', 'day']"
538,"['wonderful', 'attendant', 'name', 'leah', 'lga', 'den', 'den']"
539,"['protect', 'gate', 'agent', 'kerry', 'las', 'excellent', 'job', 'destination', 'today', 'thank']"
540,"['staff', 'deck', 'cabin', 'ua768', 'sfo', 'bos', 'exceptional', 'today', 'please', 'tell', 'well']"
541,"['land', 'way']"
542,"['will', 'admit', 'youve', 'rather', 'good', 'years', 'youve', 'still', 'hook', 'now', 'peace']"
543,"['kinda', 'funny', 'worry']"
544,"['great', 'look', 'forward', 'response']"
545,"['thank', 'daughter', 'home', 'cancel', 'flightled']"
546,"['thank', 'reupgrade', '1st', 'class', 'may', 'min', 'appreciate']"
547,['thnx']
548,"['honestly', 'stop', 'try', 'report', 'things', 'via', 'website', 'now', 'laugh', 'work', 'miles', 'accrue', 'sure', 'cosmetic']"
549,"['houstonbogota', 'board', 'safety', 'first', 'seem', 'mechanics', 'fix', 'problem', 'faster', 'good', 'energy', 'fly', 'homefamily']"
550,"['report', 'still', 'istanbul', 'moment', 'apparently', 'plane', 'haha', 'hat', 'pilot']"
551,"['hey', 'awesome', 'thank', 'reply', 'will', 'fill', 'form']"
552,"['pilot', 'grind', 'personnel', 'great', 'job', 'weather', 'blame', 'talk']"
553,"['will', 'try', 'standby', 'tonight', 'will', 'cancel', 'father', 'son', 'trip', 'till', 'next', 'year', 'thx', 'try']"
554,"['well', 'thank', 'charge', 'switch', 'two', 'cancel', 'flightled', 'anyway', 'pretty']"
555,"['well', 'john', 'hughes', 'birthday', 'will', 'stick', 'plane', 'hold', 'train', 'automobile', 'gate', 'workers', 'well']"
556,"['thank', 'love', 'today']"
557,"['thank', 'check']"
558,"['fantastic', 'job', 'people', 'today', 'ua22', 'jam', 'pack', 'plane', 'crew', 'wonderful']"
559,"['ahead', 'live', 'premium', 'cabin', 'heaven', 'now', 'route', 'lhr']"
560,"['thank', 'helpful', 'understand', 'reduce', 'price', 'seat', 'sell', 'checkin', 'priority', 'certificate']"
561,"['thank', 'margo', 'houstons', 'bush', 'home', 'earlier']"
562,"['sweet', 'follow', 'back', 'ill']"
563,"['good', 'next', 'little', 'delay', 'work']"
564,"['boeing', 'star', 'short', 'finals', '27l', 'amaze', 'winter', 'morning']"
565,"['blow', 'away', 'stellar', 'thank']"
566,"['nicest', 'gate', 'attendant', 'airport', 'gate', 'right', 'now', 'multiple', 'delay', 'still', 'pleasant', 'everyone']"
567,"['thank', 'explanation', 'seem', 'odd', 'incentive', 'structure', 'tho', 'dramatically', 'diminish', 'value', 'certs']"
568,"['amaze', 'really']"
569,"['thank', 'one', 'months', 'ago', 'none', 'now', 'weird', 'dont', 'club', 'one', 'busiest', 'airports']"
570,"['fly', 'ord', 'back', 'great', 'crew', 'service', 'legs', 'thank']"
571,"['worry', 'customer', 'service', 'bad', 'wrap', 'speak', 'agent', 'save', 'huge', 'amount', 'time', 'apologize', 'yesterday']"
572,"['thank', 'supervisor', 'miriam', 'provide', 'great', 'customer', 'service']"
573,"['today', 'staff', 'msp', 'take', 'customer', 'service', 'new', 'level', 'father', 'pass', 'away', 'last', 'night', 'help', 'home', 'today', 'thank']"
574,"['great', 'thank']"
575,"['club', 'dope']"
576,"['sorry', 'hear', 'outsource', 'plan', 'staffcust', 'service', 'country']"
577,"['cool', 'thank']"
578,"['delay', 'connection', 'customer', 'service', 'today', 'now', 'ill', 'able', 'pay', 'final', 'respect', 'dear', 'family', 'member', 'thank']"
579,"['guy', 'big', 'hearts', 'keep', 'good', 'work']"
580,"['receive', 'bag', 'appreciate', 'take', 'care', 'matter', 'follow']"
581,"['take', 'note', 'great', 'example', 'actually', 'make', 'good', 'extremely', 'inconvenient', 'situation']"
582,"['make', 'mad', 'call', 'bag', 'number', 'person', 'helpful', 'tell', 'bag', 'really']"
583,"['thing', 'fella', 'right', 'today', 'pacific', 'time', 'zone']"
584,"['big', 'pilot', 'turn', '1hr', 'tarmac', '20min', 'delay', 'arrival']"
585,"['sivi', 'stewart', 'lax', 'fantastic', 'tonight', 'help', 'find', 'lose', 'item', 'airport', 'thank']"
586,"['home', 'amid', 'snow', 'cancel', 'flightlations', 'deliver', 'bag', 'hassle', 'plus', 'wait', 'phone', 'upgrade', 'thank']"
587,"['bring', 'bourbon', 'bold', 'flavor', 'fresh', 'ingredients', 'din', 'options']"
588,"['chicagos', 'hometown', 'care', 'neighbor']"
589,"['give', 'cyndi', 'gold', 'star']"
590,"['attendant', 'super', 'helpful', 'find', 'bag', 'leave', 'today', 'excellent', 'customer', 'service', 'name', 'fit']"
591,"['travel', 'guests', 'mileage', 'plus', 'member', 'use', 'members', 'miles', 'great', 'customer', 'service']"
592,"['bring', 'game', 'premium', 'cabin', 'din']"
593,"['think', 'rough', 'moment', 'bad', 'passenger', 'earlier', 'things', 'considerably', 'better', 'thank']"
594,"['awesome', 'thx', 'thx', 'reply', 'damn', 'fast', 'sure', 'hell', 'beat', '80s', 'cheeze', 'hold', 'music']"
595,"['thank', 'businessfirst', 'priority', 'tag', 'bag', 'onto', 'connect', 'ewr', 'despite', 'hour', 'layover', 'job']"
596,"['amaze', 'fly', 'miles', 'last', 'year', 'still', 'jilt', 'status']"
597,"['meet', 'customer', 'service', 'arrival', 'ua3787', 'pvdiad', 'thank', 'guy', 'really', 'handle', 'storm']"
598,"['ooh', 'thank']"
599,"['thank', 'help', 'totally', 'appreciate', 'make', 'super', 'easy']"
600,['thank']
601,"['dull', 'hook', 'new', 'connect', 'gate', 'super', 'please']"
602,"['thank', 'help', 'ill', 'complete', 'form', 'back', 'home']"
603,"['might', 'deal', 'frustrate', 'passenegers', 'hope', 'great', 'day', 'thank', 'amaze']"
604,"['thank', 'wish', 'lady', 'little', 'rock', 'tell', 'morning', 'ask']"
605,"['thank', 'speedy', 'response', 'figure', 'may', 'something', 'nature', 'guy', 'fine', 'print', 'haha']"
606,"['holy', 'high', 'speed', 'internet', 'speed', 'club', 'iad', 'insanely', 'fast', 'thank']"
607,"['thank', 'timely', 'service', 'great', 'staff', 'wife', 'cancun', 'past', 'week', 'honeymoon']"
608,"['now', 'thank']"
609,['thank']
610,"['sure', 'wait', '15min', 'yay']"
611,"['take', 'picture']"
612,"['expire', 'offer', 'transfer', 'miles', 'discount', 'many', 'offer', 'year']"
613,"['look', 'settle', 'go', 'thx']"
614,"['thank', 'please', 'mention', 'quiche', 'breakfast', 'tandoori', 'chicken', 'dinner', 'entrees', 'accompaniments', 'truly', 'first', 'class']"
615,"['good', 'note', 'employees', 'encounter', 'fabulous', 'late', 'connect']"
616,"['good', 'thing', 'hold', 'peep', 'late', 'connect', 'well', 'still', 'make', 'destination', 'time']"
617,"['stay', 'warm', 'will', 'pass', 'next', 'week']"
618,"['wifi', 'onboard', 'far', 'price', 'performance', 'userperceived', 'bandwidth', 'late', 'flightncy', 'recent', 'experience']"
619,"['thankful', 'great', 'service', 'seat', 'fix', 'seat', 'daughter', 'fab', 'land', 'fort', 'myers']"
620,"['brandi', 'zabsonre', 'deserve', 'raise', 'bring', 'delight', 'terrible', 'travel', 'situation', 'big']"
621,"['flyanaofficial', 'pleasantly', 'find', 'ana', 'make', 'major', 'upgrade', 'transpacific', 'route', 'plan', 'service']"
622,"['worry', 'tweet', 'make', 'sure', 'tag', 'line', 'fly', 'friendly', 'sky']"
623,"['thankful', 'grind', 'staff', 'put', 'last', 'seat', 'last', 'home', 'late', 'still', 'home']"
624,"['appreciate', 'follow']"
625,"['thank', 'new', 'club', 'ohare', 'comfortable', 'make', 'difficult', 'weather', 'days', 'proficient', 'enjoyable']"
626,"['new', 'apple', 'crpe', 'amaze', 'live', 'ua1207', 'really', 'crew', 'biscuits', 'need']"
627,"['thank', 'completely', 'make', 'things', 'right']"
628,"['love', 'always', 'deal']"
629,"['thx', 'make', 'right', 'help', 'meagan', 'fouty', 'brancato', 'fl2771', 'dfw', 'gate', 'preboard', 'wkids', 'group', 'please', 'please']"
630,"['thank', 'southwest', 'save', 'trip', 'sweetheart', 'isnt', 'go', 'miss', 'see', 'thank', 'yall']"
631,"['never', 'mind', 'move', 'tomorrow', 'thank', 'help']"
632,"['sort', 'phone', 'good', 'luck', 'deal', 'snow', 'texas']"
633,"['weather', 'system', 'outage', 'hopefully', 'everything', 'go', 'smoothly', 'now', 'thank', 'follow']"
634,"['use', 'always', 'fly', 'southwest']"
635,"['thank', 'awesome', 'sweetheart', 'screw', 'scramble', 'plane', 'today']"
636,['thank']
637,"['roundtrip', 'ticket', 'arrive', 'auction', 'postmasters', 'invitational', 'thank', 'southwest']"
638,"['stream', 'mean', 'spend', 'watch', 'womens', 'world', 'cup', 'finals']"
639,"['least', 'enjoy', 'free', 'cocktailor', 'two']"
640,"['agree', 'one', 'flyaway', 'favorite', 'dia']"
641,"['airport', 'snow', 'removal', 'method', 'keep', 'good', 'work', 'folks', 'cessnas', 'become', '747s']"
642,"['thx', 'quick', 'response', 'action', 'will', 'make', 'good', 'use', 'voucher']"
643,"['thank', 'send', 'let', 'know', 'oyu', 'need', 'additional', 'information']"
644,"['strive', 'customer', 'centric', 'everything', 'communications', 'advertise', 'customer', 'journey', 'etc']"
645,"['customer', 'centricity', 'know', 'people']"
646,"['thank', 'hope']"
647,"['moms', 'career', 'day', 'trip']"
648,"['hand', 'amaze', 'customer', 'service', 'bag', 'free', 'affordable']"
649,"['thank', 'ellamae', 'las', 'counter', 'go', 'beyond', 'help', 'back', 'abq', 'cancel', 'flightled']"
650,"['thank', 'take', 'good', 'care', 'people', 'als', 'kevinswan', 'alifestory']"
651,"['smoooothest', 'attendants']"
652,"['thank', 'tip']"
653,"['thank', 'team', 'deal']"
654,"['bump', 'preboard', 'fat', 'whatever', 'reason', 'thank']"
655,"['leave', 'ipad', 'seat', 'pocket', 'file', 'lose', 'item', 'report', 'receive', 'exactly', 'week', 'late', 'flightr', 'record']"
656,"['anyone', 'help', 'upgrade', 'buisness', 'select', 'cant', 'seem', 'hail', 'right', 'area', 'know', 'guy', 'good']"
657,"['love', 'new', 'plan', 'light', 'wish', 'windows', 'larger']"
658,"['cool', 'shoot', 'moon', 'one', 'fleet']"
659,"['look', 'forward', 'fly']"
660,"['love', 'thank', 'service', 'great', 'snack', 'amaze', 'everything', 'outstanding', 'thank']"
661,"['great', 'last', 'week', 'family']"
662,"['late', 'flightst', 'make', 'happy', 'fly', 'days']"
663,"['fact', 'see', 'black', 'history', 'month', 'months', 'year', 'honorable', 'will', 'economic', 'base', 'corp', 'future']"
664,"['awesome', 'refuse', 'childs', 'peanut', 'allergy', 'guy', 'didnt', 'thank']"
665,"['wifi', 'wifi', 'call', 'make', 'combination', 'doesnt', 'love', 'texting', 'feet']"
666,"['great', 'day']"
667,['thank']
668,"['thank', 'two', 'smooth', 'safe', 'fast']"
669,"['really', 'love', 'customer', 'service', 'lou', 'ann', 'phx', 'rock', 'thank', 'ourguest']"
670,"['katie', 'gate', 'c47', 'international', 'fantastic', 'customer', 'service', 'help', 'new', 'flyers', 'thx', 'amaze', 'staff']"
671,"['crew', 'awesome', 'tell', 'send', 'tweet', 'maybe', 'will', 'give', 'free', 'wifi']"
672,['thankyou']
673,"['happy', 'enter', 'sweepstakes']"
674,"['thank', 'great', 'customer', 'service', 'today']"
675,"['beyond', 'ready']"
676,"['favorite', 'airlines', 'ive', 'never', 'issue', 'plus', 'crew', 'entertain']"
677,"['attendants', 'really', 'funny', 'sass', 'give', 'life']"
678,"['follow', 'thank']"
679,"['good', 'thank']"
680,['thank']
681,"['worry', 'never', 'see', 'today', 'meanit', 'great', 'card']"
682,"['thank', 'thank', 'thank', 'last', 'attempt', 'win', 'ticket', 'success', 'happier']"
